frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,EAR,Pupil_Scale (Left),Pupil_Scale (Right)
11555,462.16,0.98,1,0.076,0.319,0.05,-0.098,-0.039,0.55,0.06,0.0,0.04,0.0,1.39,0.11,1.03,0.96,0.19,0.18,0.75,0.0,0.0,0.35,0.05,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21337960414255758,15.41168387944688,18.133394607739742
11556,462.2,0.98,1,0.046,0.405,0.042,-0.122,-0.029,0.93,0.28,0.0,0.0,0.0,0.71,0.0,0.98,0.75,0.14,0.19,0.95,0.0,0.0,0.56,0.21,1.24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17534472982270394,17.4106289375198,22.94776677587599
11557,462.24,0.98,1,0.064,0.4,0.027,-0.118,-0.02,1.04,0.34,0.0,0.0,0.0,0.68,0.0,1.0,0.63,0.0,0.21,0.99,0.0,0.0,0.86,0.34,1.41,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16322067614790403,16.223748025656846,21.559452683219952
11558,462.28,0.98,1,0.057,0.357,0.034,-0.111,-0.021,0.89,0.34,0.0,0.08,0.0,1.16,0.0,1.18,0.61,0.02,0.03,0.88,0.0,0.0,1.24,0.54,1.12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17498689240234633,16.81933411285957,18.49783771147307
11559,462.32,0.98,1,0.042,0.321,0.059,-0.107,-0.028,0.61,0.13,0.0,0.1,0.05,1.83,0.0,1.48,0.81,0.14,0.02,0.53,0.0,0.0,1.42,0.59,0.74,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2030683728571204,14.916433890176164,18.45318400710281
11560,462.36,0.98,1,0.078,0.344,0.072,-0.109,-0.028,0.43,0.04,0.0,0.14,0.12,2.13,0.02,1.73,0.98,0.26,0.0,0.3,0.0,0.0,1.61,0.56,0.35,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.18321483497477942,15.605127362504836,17.763445611705
11561,462.4,0.98,1,0.077,0.331,0.062,-0.102,-0.028,0.21,0.01,0.0,0.06,0.29,2.44,0.1,1.76,1.21,0.38,0.0,0.14,0.0,0.0,1.65,0.42,0.12,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1754025774500031,16.11521020650978,17.940178371465628
11562,462.44,0.98,1,0.075,0.325,0.064,-0.097,-0.031,0.08,0.0,0.0,0.07,0.33,2.4,0.2,1.75,1.25,0.38,0.01,0.12,0.0,0.0,1.74,0.34,0.01,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1892900158462522,17.001176429882726,19.630843079195692
11563,462.48,0.98,1,0.074,0.327,0.065,-0.098,-0.032,0.03,0.07,0.0,0.03,0.29,2.45,0.25,1.55,1.19,0.4,0.05,0.29,0.0,0.0,1.33,0.24,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19288579531282726,17.01440566108614,19.742846805868744
11564,462.52,0.98,1,0.073,0.335,0.063,-0.094,-0.032,0.18,0.15,0.0,0.05,0.11,2.22,0.19,1.31,1.01,0.37,0.14,0.55,0.0,0.0,0.79,0.14,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207532414112098,17.407182425654163,19.63670033381363
11565,462.56,0.98,1,0.066,0.309,0.046,-0.088,-0.03,0.27,0.22,0.0,0.03,0.02,2.07,0.08,1.09,0.82,0.28,0.28,0.74,0.0,0.0,0.3,0.01,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21449619966830674,17.813758727455536,19.830532015051897
11566,462.6,0.98,1,0.069,0.312,0.045,-0.091,-0.034,0.3,0.16,0.0,0.07,0.0,2.0,0.08,1.1,0.71,0.13,0.4,0.77,0.0,0.0,0.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2163223233655877,17.700282483621372,20.130076999356096
11567,462.64,0.98,1,0.058,0.318,0.051,-0.084,-0.036,0.2,0.07,0.0,0.06,0.0,1.97,0.1,1.19,0.63,0.03,0.31,0.69,0.0,0.0,0.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21455139952810703,18.0,20.435263639111767
11568,462.68,0.98,1,0.071,0.315,0.042,-0.083,-0.031,0.25,0.08,0.0,0.05,0.0,1.81,0.1,1.17,0.67,0.01,0.16,0.62,0.0,0.0,0.21,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19268876215143993,17.40000000000009,20.05617112013158
11569,462.72,0.98,1,0.044,0.387,0.034,-0.063,-0.026,0.31,0.2,0.0,0.01,0.0,1.29,0.1,1.12,0.8,0.24,0.11,0.43,0.0,0.0,0.19,0.01,1.27,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1830575771710385,18.206866836443925,17.747675904185357
11570,462.76,0.98,1,-0.035,0.433,0.049,-0.042,-0.022,0.6,0.51,0.0,0.0,0.0,0.97,0.3,0.86,0.85,0.37,0.12,0.32,0.09,0.0,0.27,0.16,2.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17119409880081993,17.640861656960098,19.964217991196005
11571,462.8,0.98,1,-0.091,0.451,0.072,0.054,-0.02,0.66,0.56,0.09,0.0,0.01,0.87,0.53,0.51,0.79,0.47,0.12,0.18,0.2,0.0,0.35,0.39,2.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16476006334263282,19.71217897646035,19.437077969695025
11572,462.84,0.98,1,-0.168,0.412,0.071,0.125,0.007,0.52,0.44,0.2,0.0,0.11,1.3,0.64,0.18,0.6,0.32,0.0,0.19,0.36,0.0,0.3,0.72,2.23,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1633412735846133,20.37105790085528,21.00095235935742
11573,462.88,0.98,1,-0.242,0.375,0.068,0.181,0.031,0.26,0.12,0.2,0.0,0.34,1.58,0.45,0.18,0.54,0.25,0.0,0.21,0.27,0.0,0.48,0.91,1.65,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.18128158262572283,19.89095271725309,22.1
11574,462.92,0.98,1,-0.311,0.333,0.074,0.228,0.038,0.27,0.12,0.11,0.0,0.53,1.73,0.22,0.42,0.56,0.3,0.0,0.24,0.16,0.0,0.86,1.13,0.97,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20240946535862564,16.659531806146305,25.10478042126635
11575,462.96,0.98,1,-0.33,0.309,0.064,0.243,0.051,0.34,0.23,0.0,0.0,0.59,1.65,0.04,0.69,0.62,0.24,0.0,0.2,0.0,0.0,1.59,1.22,0.63,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20888120471936328,17.31184565550413,25.71478174124754
11576,463.0,0.98,1,-0.349,0.302,0.064,0.265,0.091,0.33,0.23,0.0,0.0,0.49,1.6,0.0,0.79,0.67,0.21,0.0,0.12,0.0,0.0,2.08,1.46,0.49,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2145771771172612,19.27615106809462,26.288020085202398
11577,463.04,0.98,1,-0.359,0.301,0.063,0.275,0.106,0.17,0.11,0.0,0.0,0.48,1.68,0.0,0.79,0.76,0.07,0.0,0.03,0.0,0.11,2.54,1.62,0.52,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22327454508754396,20.20915634062936,26.76415513331214
11578,463.08,0.98,1,-0.373,0.303,0.059,0.283,0.116,0.18,0.05,0.0,0.0,0.44,1.71,0.0,0.77,0.85,0.14,0.04,0.01,0.0,0.32,2.69,1.8,0.47,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22799720389971104,21.3412745636245,26.977953962448694
11579,463.12,0.98,1,-0.383,0.315,0.06,0.29,0.12,0.14,0.06,0.0,0.0,0.46,1.77,0.0,0.8,0.88,0.23,0.11,0.05,0.0,0.62,2.7,1.74,0.39,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2276295785897855,20.945882650296745,26.809140232390835
11580,463.16,0.98,1,-0.403,0.308,0.056,0.292,0.123,0.27,0.1,0.0,0.0,0.43,1.61,0.0,0.89,0.86,0.44,0.12,0.17,0.03,0.77,2.56,1.62,0.38,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22216063334777536,19.28444969398919,26.340083523026276
11581,463.2,0.98,1,-0.409,0.309,0.056,0.303,0.119,0.3,0.05,0.0,0.0,0.46,1.6,0.0,0.99,0.85,0.58,0.08,0.29,0.11,0.88,2.37,1.5,0.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2278050382956605,19.464840096954337,26.94679943889444
11582,463.24,0.98,1,-0.421,0.296,0.055,0.299,0.119,0.44,0.12,0.0,0.0,0.48,1.47,0.0,1.05,0.88,0.66,0.04,0.31,0.16,0.95,2.25,1.34,0.31,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.23081740185455898,19.94241710525587,27.47981077081868
11583,463.28,0.98,1,-0.414,0.31,0.064,0.296,0.112,0.38,0.21,0.0,0.0,0.52,1.33,0.0,1.06,0.9,0.7,0.1,0.31,0.14,0.97,2.21,1.31,0.34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2299116546756218,21.44014925321187,27.23857558684009
11584,463.32,0.98,1,-0.407,0.317,0.069,0.298,0.103,0.4,0.32,0.02,0.0,0.48,0.99,0.0,0.97,0.96,0.6,0.29,0.29,0.05,0.81,2.26,1.36,1.06,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22571909921975947,20.895214763194122,25.381095327034313
11585,463.36,0.98,1,-0.355,0.382,0.08,0.298,0.096,0.3,0.3,0.02,0.0,0.32,0.71,0.0,0.7,1.01,0.61,0.26,0.28,0.12,0.45,2.36,1.54,1.93,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.19920644624456774,19.777259668619404,19.996999774966305
11586,463.4,0.98,1,-0.269,0.487,0.1,0.281,0.081,0.18,0.18,0.08,0.0,0.2,0.68,0.0,0.55,1.1,0.58,0.19,0.29,0.27,0.23,2.19,1.61,2.64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.16389116775334298,18.555861607589,17.572990639046047
11587,463.44,0.98,1,-0.21,0.489,0.088,0.202,0.064,0.05,0.07,0.18,0.0,0.14,0.93,0.05,0.34,1.1,0.68,0.01,0.32,0.39,0.07,2.01,1.57,2.47,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1498191576396916,21.832315497903615,19.53100099841275
11588,463.48,0.98,1,-0.158,0.436,0.074,0.156,0.031,0.0,0.0,0.28,0.0,0.22,1.53,0.12,0.39,1.16,0.68,0.0,0.34,0.36,0.07,1.69,1.4,1.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1530253216898112,20.32978111047946,19.70634415613413
11589,463.52,0.98,1,-0.076,0.376,0.081,0.113,0.0,0.0,0.0,0.22,0.0,0.24,2.11,0.19,0.3,1.12,0.65,0.0,0.39,0.23,0.0,1.61,1.27,1.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.16503203466972655,22.100226243185976,18.313383084509713
11590,463.56,0.98,1,-0.039,0.326,0.079,0.054,-0.009,0.0,0.0,0.11,0.0,0.27,2.69,0.25,0.43,1.2,0.59,0.05,0.45,0.11,0.0,1.52,1.3,0.42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17088123351494428,22.011133546457803,19.243960091415747
11591,463.6,0.98,1,-0.004,0.343,0.096,0.001,-0.017,0.0,0.0,0.0,0.0,0.27,2.83,0.24,0.62,1.24,0.55,0.08,0.47,0.03,0.01,1.48,1.31,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1762129773534553,20.348218595248046,19.43116054176885
11592,463.64,0.98,1,0.041,0.332,0.078,-0.045,-0.024,0.0,0.0,0.0,0.0,0.24,2.81,0.18,0.86,1.34,0.57,0.11,0.29,0.0,0.01,1.5,1.12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1862991715070882,20.229928324143728,20.24845673131663
11593,463.68,0.98,1,0.062,0.321,0.069,-0.056,-0.052,0.0,0.0,0.0,0.0,0.2,2.69,0.15,1.05,1.43,0.67,0.07,0.1,0.0,0.01,1.52,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19541481368475538,20.255616505058587,20.662042493422483
11594,463.72,0.98,1,0.086,0.313,0.068,-0.07,-0.059,0.0,0.0,0.0,0.0,0.13,2.63,0.09,1.06,1.5,0.79,0.04,0.0,0.0,0.0,1.53,0.43,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21641789023125133,19.84943324127916,21.49325475585292
11595,463.76,0.98,1,0.119,0.306,0.063,-0.084,-0.061,0.0,0.0,0.0,0.0,0.16,2.55,0.08,1.0,1.56,0.85,0.0,0.0,0.0,0.0,1.53,0.29,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22368547383729495,19.649936386665388,20.507803392855212
11596,463.8,0.98,1,0.123,0.317,0.067,-0.086,-0.066,0.0,0.0,0.0,0.0,0.16,2.37,0.0,0.95,1.56,0.96,0.0,0.0,0.0,0.0,1.5,0.22,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21677550678234753,19.872845795205034,21.224985276791028
11597,463.84,0.98,1,0.13,0.326,0.075,-0.093,-0.07,0.0,0.0,0.0,0.0,0.2,2.13,0.0,1.02,1.57,1.05,0.0,0.0,0.0,0.0,1.5,0.16,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22817211083645172,19.83380951809313,20.55261540534449
11598,463.88,0.98,1,0.134,0.321,0.072,-0.098,-0.07,0.0,0.0,0.0,0.0,0.22,2.06,0.0,1.14,1.59,1.09,0.0,0.0,0.0,0.0,1.45,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23263002481131062,20.16829194552677,20.862646045025098
11599,463.92,0.98,1,0.137,0.317,0.071,-0.102,-0.07,0.0,0.0,0.0,0.0,0.27,2.01,0.0,1.18,1.6,1.06,0.0,0.0,0.0,0.0,1.38,0.05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23788672759421414,20.044201156444313,22.00045454075902
11600,463.96,0.98,1,0.156,0.303,0.074,-0.105,-0.071,0.0,0.0,0.0,0.0,0.31,2.02,0.04,1.19,1.58,0.92,0.0,0.07,0.0,0.0,1.46,0.03,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2309345493830996,20.02123872291609,21.24758809841733
11601,464.0,0.98,1,0.14,0.293,0.077,-0.114,-0.078,0.0,0.0,0.0,0.0,0.35,2.12,0.08,1.3,1.56,0.87,0.0,0.07,0.0,0.0,1.45,0.03,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24302891408209087,20.32264746532807,17.21307642462556
11602,464.04,0.98,1,0.126,0.285,0.072,-0.115,-0.08,0.0,0.0,0.0,0.0,0.34,2.19,0.08,1.35,1.53,0.69,0.0,0.1,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2500381796369041,20.056919005669783,16.546903033498314
11603,464.08,0.98,1,0.138,0.287,0.075,-0.117,-0.085,0.0,0.0,0.0,0.09,0.31,2.33,0.05,1.36,1.53,0.68,0.0,0.06,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25001824052603194,20.4198432902901,17.494284781036306
11604,464.12,0.98,1,0.144,0.281,0.067,-0.114,-0.085,0.0,0.0,0.0,0.09,0.32,2.22,0.0,1.3,1.57,0.73,0.0,0.06,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24791832524944013,20.223006700290508,19.28989372702703
11605,464.16,0.98,1,0.151,0.289,0.072,-0.11,-0.091,0.0,0.0,0.0,0.09,0.32,2.19,0.0,1.33,1.57,0.6,0.0,0.03,0.0,0.0,1.5,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24975493265947118,20.437710243567036,19.5734514074548
11606,464.2,0.98,1,0.107,0.297,0.063,-0.102,-0.092,0.0,0.0,0.0,0.06,0.31,2.2,0.0,1.31,1.55,0.61,0.0,0.0,0.0,0.0,1.56,0.06,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24211129899040293,21.555741694499908,23.2045254207018
11607,464.24,0.98,1,0.099,0.317,0.063,-0.097,-0.092,0.0,0.0,0.0,0.08,0.25,2.26,0.0,1.27,1.55,0.61,0.0,0.0,0.0,0.0,1.6,0.11,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21765782860568988,21.396495040076054,24.64832651520179
11608,464.28,0.98,1,0.104,0.325,0.064,-0.103,-0.094,0.0,0.0,0.0,0.14,0.25,2.38,0.0,1.17,1.59,0.74,0.0,0.0,0.0,0.0,1.62,0.14,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22303556587992573,21.631689716709417,24.239843233816423
11609,464.32,0.98,1,0.101,0.313,0.057,-0.099,-0.094,0.0,0.0,0.0,0.08,0.22,2.26,0.0,1.17,1.62,0.75,0.0,0.0,0.0,0.0,1.72,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22366917294703034,21.415881957089706,23.952661647508172
11610,464.36,0.98,1,0.103,0.313,0.059,-0.094,-0.098,0.0,0.0,0.0,0.06,0.19,2.18,0.0,1.18,1.59,0.69,0.0,0.0,0.0,0.0,1.73,0.11,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22972055754821288,21.457399656062613,23.56692597688557
11611,464.4,0.98,1,0.104,0.31,0.055,-0.085,-0.102,0.0,0.0,0.0,0.0,0.12,2.05,0.0,1.18,1.57,0.74,0.0,0.0,0.0,0.0,1.71,0.11,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21623170439864858,20.862646045025194,23.777510382712393
11612,464.44,0.98,1,0.08,0.308,0.044,-0.078,-0.098,0.0,0.0,0.0,0.0,0.13,2.08,0.01,1.01,1.6,0.69,0.0,0.0,0.0,0.0,1.57,0.17,0.41,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20964988612778263,19.194269978303566,18.952572384771592
11613,464.48,0.98,1,0.059,0.334,0.04,-0.047,-0.096,0.17,0.11,0.0,0.0,0.17,1.82,0.21,0.8,1.63,0.7,0.0,0.0,0.0,0.0,1.61,0.17,1.21,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.18511245369531543,18.43908891458587,18.003610748958053
11614,464.52,0.93,1,-0.001,0.429,0.059,0.007,-0.09,0.38,0.37,0.0,0.0,0.18,1.31,0.43,0.5,1.59,0.61,0.0,0.0,0.06,0.0,1.74,0.38,2.23,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16652740764878454,17.80702108720036,17.889941307897065
11615,464.56,0.93,1,-0.108,0.479,0.09,0.084,-0.07,0.43,0.43,0.0,0.0,0.19,0.86,0.62,0.26,1.49,0.52,0.0,0.0,0.15,0.0,1.95,0.56,2.88,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1672835883565787,18.001111076819672,19.712178976460123
11616,464.6,0.98,1,-0.179,0.446,0.079,0.157,-0.042,0.26,0.32,0.0,0.0,0.39,0.79,0.72,0.12,1.36,0.44,0.0,0.0,0.15,0.0,2.01,0.76,2.96,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16342874483553016,19.904019694524113,19.45044986626272
11617,464.64,0.98,1,-0.247,0.394,0.072,0.222,-0.028,0.12,0.06,0.02,0.0,0.66,1.36,0.76,0.21,1.27,0.46,0.0,0.0,0.09,0.0,2.06,0.64,2.64,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.15387824697237895,18.4271538768198,19.60229578391268
11618,464.68,0.98,1,-0.279,0.364,0.079,0.294,-0.008,0.09,0.04,0.02,0.0,0.86,1.72,0.62,0.42,1.28,0.47,0.0,0.0,0.0,0.0,2.22,0.56,1.98,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1907647215180724,19.492819190665948,20.366639388961595
11619,464.72,0.98,1,-0.348,0.331,0.071,0.313,0.029,0.21,0.12,0.02,0.0,0.88,2.0,0.37,0.65,1.39,0.4,0.0,0.0,0.0,0.0,2.41,0.46,1.33,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2114182889379067,17.722584461641038,21.30633708547763
11620,464.76,0.98,1,-0.368,0.31,0.061,0.317,0.052,0.26,0.12,0.0,0.0,0.84,1.85,0.12,0.91,1.53,0.41,0.0,0.0,0.0,0.04,2.37,0.41,0.89,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22293309823983443,16.410362579784714,23.398504225697838
11621,464.8,0.98,1,-0.394,0.316,0.06,0.313,0.07,0.46,0.17,0.0,0.0,0.78,1.66,0.07,1.1,1.56,0.47,0.0,0.0,0.0,0.18,2.25,0.4,0.56,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22811798822139923,16.52150114245057,23.515314159075164
11622,464.84,0.98,1,-0.396,0.338,0.067,0.316,0.079,0.57,0.11,0.0,0.0,0.7,1.42,0.03,1.28,1.58,0.56,0.0,0.0,0.0,0.35,2.11,0.34,0.48,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20723424376828753,16.288953311984205,23.515314159075164
